@id,description,eaAreaName,eaRegionName,floodArea,floodAreaID,isTidal,message,severity,severityLevel,timeMessageChanged,timeRaised,timeSeverityChanged
http://environment.data.gov.uk/flood-monitoring/id/floods/122WAC952,North Sea coast from Staithes to Whitby including tidal River Esk,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAC952', 'county': 'North Yorkshire, Redcar and Cleveland', 'notation': '122WAC952', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAC952/polygon', 'riverOrSea': 'North Sea'}",122WAC952,True,"The tides have now passed and no further flooding is expected.  We will continue to monitor tidal levels and will re-issue this alert if required.
",Warning no longer in force,4,2025-09-21T09:36:00,2025-09-21T09:36:23,2025-09-21T09:36:00
http://environment.data.gov.uk/flood-monitoring/id/floods/123WAF964,Lower River Calder catchment,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/123WAF964', 'county': 'Calderdale, Kirklees, Leeds, Wakefield', 'notation': '123WAF964', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/123WAF964/polygon', 'riverOrSea': 'River Calder'}",123WAF964,False," River levels have peaked and are falling in the Lower River Calder catchment following heavy rainfall in the evening and overnight on Saturday 20th September 2025. No further significant rainfall is forecast for the next couple of days. River levels are expected to continue to fall throughout today and into tomorrow, 22nd September 2025, and therefore this Flood Alert is no longer in force. Please be aware that standing water may still remain on low-lying land and roads. We are closely monitoring the forecast and will issue further flood alerts and warnings if required over the next few days.",Warning no longer in force,4,2025-09-21T09:26:00,2025-09-21T09:26:29,2025-09-21T09:26:00
http://environment.data.gov.uk/flood-monitoring/id/floods/123WAF963,Upper River Calder catchment,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/123WAF963', 'county': 'Bradford, Calderdale, Kirklees, Rochdale', 'notation': '123WAF963', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/123WAF963/polygon', 'riverOrSea': 'River Calder, Walsden Water, Hebden Water'}",123WAF963,False," River levels have peaked and are falling in the Upper River Calder catchment following heavy rainfall in the evening and overnight on Saturday 20th September 2025. No further significant rainfall is forecast for the next couple of days. River levels are expected to continue to fall throughout today and into tomorrow, 22nd September 2025, and therefore this Flood Alert is no longer in force. Please be aware that standing water may still remain on low-lying land and roads. We are closely monitoring the forecast and will issue further flood alerts and warnings if required over the next few days.",Warning no longer in force,4,2025-09-21T09:26:00,2025-09-21T09:26:41,2025-09-21T09:26:00
http://environment.data.gov.uk/flood-monitoring/id/floods/011WAFDU,"Rivers Duddon, Crake and Mill Beck",Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/011WAFDU', 'county': 'Cumberland, Westmorland and Furness', 'notation': '011WAFDU', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/011WAFDU/polygon', 'riverOrSea': 'River Duddon, River Crake, Mill Beck'}",011WAFDU,False, ,Warning no longer in force,4,2025-09-21T09:49:00,2025-09-21T09:49:14,2025-09-21T09:49:00
http://environment.data.gov.uk/flood-monitoring/id/floods/012FWFL69A,"Boyces Brook and Duddel Brook at Ribchester, Ribblesdale Road and Church Street areas",Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012FWFL69A', 'county': 'Lancashire', 'notation': '012FWFL69A', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012FWFL69A/polygon', 'riverOrSea': 'Boyces Brook, Duddel Brook'}",012FWFL69A,False,"The flood forecast has changed significantly. As a result, there is no longer a risk of flooding in the area.
There may still be some areas where flood water is present until it can naturally drain away.
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger.",Warning no longer in force,4,2025-09-21T11:38:00,2025-09-21T11:38:18,2025-09-21T11:38:00
http://environment.data.gov.uk/flood-monitoring/id/floods/031WAF114,Severn Vyrnwy confluence,West Midlands,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/031WAF114', 'county': 'Shropshire', 'notation': '031WAF114', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/031WAF114/polygon', 'riverOrSea': 'River Severn, River Vyrnwy'}",031WAF114,False,"River levels are high but steady at the Llanymynech river gauge as a result of heavy rainfall.  Flooding continues. We expect flooding to affect low lying land and roads adjacent to the river from the Welsh border at Llawnt to Shrawardine near Shrewsbury. Other locations that may be affected include Llanymynech, Maesbrook and Melverley. Minor roads between Maesbrook, Melverley and Pentre start to flood. Predicted peaks:-  Llanymynech peaking at 4.43m Sunday morning, Cae Howel 2.5m to 3.0m Sunday evening 21/09/25.   
No further rainfall is forecast in next 24 hours.  We expect river levels to remain high until Monday 22/09/25.  
We are closely monitoring the situation.    
Please avoid contact with flood water.  
This message will be updated by 5pm Sunday 21/09/25, or as the situation changes.",Flood alert,3,2025-09-21T08:38:00,2025-09-21T08:39:03,2025-09-20T14:07:00
http://environment.data.gov.uk/flood-monitoring/id/floods/122WAF939,Upper River Ure,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF939', 'county': 'North Yorkshire', 'notation': '122WAF939', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF939/polygon', 'riverOrSea': 'River Ure'}",122WAF939,False,"The situation is improving, and river levels have fallen below levels of concern. We continue to monitor the forecast and we will re-issue this message If needed. Please continue to exercise care.
",Warning no longer in force,4,2025-09-21T09:37:00,2025-09-21T09:37:53,2025-09-21T09:37:00
http://environment.data.gov.uk/flood-monitoring/id/floods/012WAFUD,Upper River Douglas,Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFUD', 'county': 'Bolton, Lancashire, Wigan', 'notation': '012WAFUD', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFUD/polygon', 'riverOrSea': 'River Douglas'}",012WAFUD,False,"Flooding of roads and low lying land is possible, property flooding is not expected. 
Areas most at risk include The River Douglas from Horwich Star Vale to Appley Bridge including Adlington, Blackrod, Wigan, Standish, and Gathurst.
We are closely monitoring the situation.
Take care and avoid walking, cycling or driving through flood water.
Avoid using low lying footpaths and any bridges near local watercourses.
This message will be updated by 5:00 PM on 21/09/2025, or as the situation changes.",Flood alert,3,2025-09-21T12:27:00,2025-09-21T12:27:53,2025-09-20T19:42:00
http://environment.data.gov.uk/flood-monitoring/id/floods/011WAFKB,Rivers Kent and Bela,Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/011WAFKB', 'county': 'Lancashire, Westmorland and Furness', 'notation': '011WAFKB', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/011WAFKB/polygon', 'riverOrSea': 'River Kent, River Bela'}",011WAFKB,False, ,Warning no longer in force,4,2025-09-21T09:48:00,2025-09-21T09:48:26,2025-09-21T09:48:00
http://environment.data.gov.uk/flood-monitoring/id/floods/012WAFLD,Lower River Douglas,Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFLD', 'county': 'Lancashire', 'notation': '012WAFLD', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFLD/polygon', 'riverOrSea': 'River Douglas'}",012WAFLD,False,"Flooding of roads and low lying land is possible, property flooding is not expected.
Areas most at risk include River Douglas and other watercourses from Parbold to Tarleton including Rufford, Mawdesley, Croston and Moss Side.
We are monitoring rainfall and river levels and clearing debris from weed screens.
Take care and avoid walking, cycling or driving through flood water.
Start acting on your flood plan if you have one.
This message will be updated by 5:00 PM on 21/09/2025, or as the situation changes.
.",Flood alert,3,2025-09-21T12:28:00,2025-09-21T12:28:23,2025-09-20T19:47:00
http://environment.data.gov.uk/flood-monitoring/id/floods/012WAFLY,River Lostock and River Yarrow,Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFLY', 'county': 'Lancashire', 'notation': '012WAFLY', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFLY/polygon', 'riverOrSea': 'River Lostock, River Yarrow'}",012WAFLY,False,"Flooding of roads and low lying land is possible, property flooding is not expected.
Areas most at risk include Rivers Yarrow and Lostock and other watercourses from Whittle-Le-Woods and Chorley to Croston including Leyland, Coppull, Eccleston, Lostock Hall and Bamber Bridge.
We are monitoring rainfall and river levels and clearing debris from weed screens.
Take care and avoid walking, cycling or driving through flood water.
.
This message will be updated by 5:00 PM on 21/09/2025, or as the situation changes.
",Flood alert,3,2025-09-21T12:31:00,2025-09-21T12:31:22,2025-09-20T19:56:00
http://environment.data.gov.uk/flood-monitoring/id/floods/123WAF960,Upper River Aire catchment,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/123WAF960', 'county': 'Bradford, North Yorkshire', 'notation': '123WAF960', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/123WAF960/polygon', 'riverOrSea': 'River Aire, Eller Beck'}",123WAF960,False," River levels have peaked and are falling on the Upper River Aire Catchment following heavy rainfall in the evening and overnight on Saturday 20th September 2025. No further significant rainfall is forecast for the next couple of days. River levels are expected to continue to fall throughout today and into tomorrow, 22nd September 2025. Please be aware that standing water may still remain on low-lying land and roads. We are closely monitoring the forecast.",Flood alert,3,2025-09-21T10:00:00,2025-09-21T10:00:17,2025-09-20T20:30:00
http://environment.data.gov.uk/flood-monitoring/id/floods/011WAFUE,Upper River Eden,Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/011WAFUE', 'county': 'North Yorkshire, Westmorland and Furness', 'notation': '011WAFUE', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/011WAFUE/polygon', 'riverOrSea': 'River Eden'}",011WAFUE,False," Following rainfall on Saturday, 20/09/2025, into Sunday, river levels remain high, and flooding of low-lying land will continue. Areas most at risk include River Eden and other watercourses, from Kirkby Stephen to Temple Sowerby including low lying areas around Brough, Warcop, Great Ormside and Appleby. Weather conditions have improved, and river levels are expected begin to slowly drop. We are continuing to monitor rainfall, river, and lake levels and clearing debris from weed screens. Monitor local water levels and weather conditions. Avoid using low lying footpaths and any bridges near local watercourses. Take care and avoid walking, cycling, or driving through flood water. This message will be updated by 10:00 AM on 22/09/2025, or as the situation changes.",Flood alert,3,2025-09-21T10:30:00,2025-09-21T10:30:25,2025-09-19T19:13:00
http://environment.data.gov.uk/flood-monitoring/id/floods/012WAFAC,"River Alt, Formby to Huyton",Cumbria and Lancashire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFAC', 'county': 'Knowsley, Lancashire, Liverpool, Sefton', 'notation': '012WAFAC', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/012WAFAC/polygon', 'riverOrSea': 'River Alt'}",012WAFAC,False,"The flood forecast has changed significantly. As a result, there is no longer a risk of flooding in the area.
There may still be some areas where flood water is present until it can naturally drain away.
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger.",Warning no longer in force,4,2025-09-21T11:46:00,2025-09-21T11:46:18,2025-09-21T11:46:00
http://environment.data.gov.uk/flood-monitoring/id/floods/122WAF936,Upper River Swale,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF936', 'county': 'North Yorkshire', 'notation': '122WAF936', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF936/polygon', 'riverOrSea': 'River Swale, Gilling Beck, Skeeby Beck'}",122WAF936,False,"The situation is improving, and river levels have fallen below levels of concern. We continue to monitor the situation, and we will re-issue this message If needed. Please continue to exercise care.",Warning no longer in force,4,2025-09-21T09:37:00,2025-09-21T09:37:54,2025-09-21T09:37:00
http://environment.data.gov.uk/flood-monitoring/id/floods/122WAF942,Upper River Wharfe,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF942', 'county': 'Bradford, Leeds, North Yorkshire', 'notation': '122WAF942', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF942/polygon', 'riverOrSea': 'River Wharfe'}",122WAF942,False,"The situation is improving and river levels have fallen below levels of concern. We continue to monitor the forecast and we will re-issue this message If needed. Please continue to exercise care.
",Warning no longer in force,4,2025-09-21T10:34:00,2025-09-21T10:34:36,2025-09-21T10:34:00
http://environment.data.gov.uk/flood-monitoring/id/floods/122WAF937,Lower River Swale,Yorkshire,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF937', 'county': 'North Yorkshire', 'notation': '122WAF937', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/122WAF937/polygon', 'riverOrSea': 'River Swale, Cod Beck, Bedale Beck'}",122WAF937,False,"The situation is improving, and river levels have fallen below levels of concern. We continue to monitor the forecast and we will re-issue this message If needed. Please continue to exercise care.
",Warning no longer in force,4,2025-09-21T09:37:00,2025-09-21T09:37:41,2025-09-21T09:37:00
http://environment.data.gov.uk/flood-monitoring/id/floods/121WAF907,River Rede,North East,No longer used,"{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/121WAF907', 'county': 'Northumberland', 'notation': '121WAF907', 'polygon': 'http://environment.data.gov.uk/flood-monitoring/id/floodAreas/121WAF907/polygon', 'riverOrSea': 'River Rede'}",121WAF907,False,"The heavy rain from yesterday cleared the area in the early hours of the morning and no further rain is forecast today, 21/09/2025. River levels are falling and are expected to continue to fall throughout the day. No further flooding to fields and roads is expected, but there may still be some areas where flood water is present until it can naturally drain away. Continue to take care on riverside roads and footpaths and don't put yourself in unnecessary danger.",Warning no longer in force,4,2025-09-21T09:50:00,2025-09-21T09:51:05,2025-09-21T09:50:00
